vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code_id,store_and_fwd_flag,pu_location_id,do_location_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,congestion_surcharge,total_amount,trip_duration_min,avg_speed_mph,fare_per_mile,tip_pct,is_cross_borough,pickup_hour,pickup_day_of_week,time_of_day
2,2019-01-04 18:27:23,2019-01-04 18:41:19,1,1.49,1,N,234,79,1,10.0,1.0,0.5,2.36,0.0,0.3,0.0,14.16,13.933333333333334,6.416267942583732,6.7114093959731544,0.236,False,18,4,evening
2,2019-01-04 18:58:35,2019-01-04 19:01:32,1,0.48,1,N,74,74,2,4.0,1.0,0.5,0.0,0.0,0.3,0.0,5.8,2.95,9.762711864406779,8.333333333333334,,False,18,4,evening
2,2019-01-04 19:35:04,2019-01-04 19:39:44,1,0.97,1,N,238,142,2,5.0,1.0,0.5,0.0,0.0,0.3,0.0,6.8,4.666666666666667,12.471428571428572,5.154639175257732,,False,19,4,evening
2,2019-01-04 19:44:24,2019-01-04 19:56:33,2,2.75,1,N,263,24,1,11.5,1.0,0.5,3.99,0.0,0.3,0.0,17.29,12.15,13.580246913580247,4.181818181818182,0.34695652173913044,False,19,4,evening
2,2019-01-04 20:45:17,2019-01-04 20:53:49,1,2.0,1,N,229,142,1,8.5,0.5,0.5,1.0,0.0,0.3,0.0,10.8,8.533333333333333,14.0625,4.25,0.11764705882352941,False,20,4,evening
1,2019-01-04 21:50:47,2019-01-04 21:58:39,2,1.1,1,N,186,246,1,7.0,0.5,0.5,1.0,0.0,0.3,0.0,9.3,7.866666666666666,8.389830508474578,6.363636363636363,0.14285714285714285,False,21,4,evening
1,2019-01-04 21:59:40,2019-01-04 22:05:58,2,0.9,1,N,107,186,2,6.0,0.5,0.5,0.0,0.0,0.3,0.0,7.3,6.3,8.571428571428571,6.666666666666666,,False,21,4,evening
2,2019-01-04 22:25:56,2019-01-04 22:29:01,1,0.45,1,N,141,237,1,4.0,0.5,0.5,1.06,0.0,0.3,0.0,6.36,3.0833333333333335,8.756756756756756,8.88888888888889,0.265,False,22,4,night
2,2019-01-04 22:49:47,2019-01-04 22:59:43,2,2.95,1,N,144,256,1,11.5,0.5,0.5,2.56,0.0,0.3,0.0,15.36,9.933333333333334,17.818791946308725,3.8983050847457625,0.22260869565217392,True,22,4,night
2,2019-01-04 23:36:44,2019-01-04 23:50:28,2,3.39,1,N,236,107,1,13.5,0.5,0.5,2.96,0.0,0.3,0.0,17.76,13.733333333333333,14.810679611650487,3.982300884955752,0.21925925925925926,False,23,4,night
2,2019-01-04 23:47:50,2019-01-04 23:55:10,1,1.81,1,N,217,232,2,8.5,0.5,0.5,0.0,0.0,0.3,0.0,9.8,7.333333333333333,14.80909090909091,4.696132596685083,,True,23,4,night
2,2019-01-04 23:54:29,2019-01-04 23:58:51,1,1.61,1,N,141,233,1,6.5,0.5,0.5,1.56,0.0,0.3,0.0,9.36,4.366666666666666,22.122137404580155,4.037267080745341,0.24000000000000002,False,23,4,night
1,2019-01-05 00:50:25,2019-01-05 01:14:10,1,5.3,1,N,162,25,1,20.0,0.5,0.5,4.25,0.0,0.3,0.0,25.55,23.75,13.389473684210527,3.7735849056603774,0.2125,True,0,5,night
2,2019-01-05 00:56:53,2019-01-05 01:09:36,3,5.58,1,N,151,243,2,17.5,0.5,0.5,0.0,0.0,0.3,0.0,18.8,12.716666666666667,26.327653997378768,3.1362007168458783,,False,0,5,night
2,2019-01-05 01:24:29,2019-01-05 01:37:17,5,5.18,1,N,4,262,1,16.5,0.5,0.5,3.56,0.0,0.3,0.0,21.36,12.8,24.281249999999996,3.1853281853281854,0.21575757575757576,False,1,5,night
2,2019-01-05 02:13:23,2019-01-05 02:28:39,1,4.37,1,N,170,151,1,15.0,0.5,0.5,3.26,0.0,0.3,0.0,19.56,15.266666666666667,17.17467248908297,3.4324942791762014,0.21733333333333332,False,2,5,night
1,2019-01-05 03:21:47,2019-01-05 03:26:55,2,0.8,1,N,148,114,1,5.5,0.5,0.5,1.0,0.0,0.3,0.0,7.8,5.133333333333334,9.35064935064935,6.875,0.18181818181818182,False,3,5,night
2,2019-01-05 03:52:10,2019-01-05 03:58:11,1,1.37,1,N,249,107,1,6.5,0.5,0.5,1.56,0.0,0.3,0.0,9.36,6.016666666666667,13.662049861495847,4.744525547445255,0.24000000000000002,False,3,5,night
1,2019-01-05 08:07:09,2019-01-05 08:16:15,1,1.3,1,N,24,238,2,8.0,0.0,0.5,0.0,0.0,0.3,0.0,8.8,9.1,8.571428571428571,6.153846153846153,,False,8,5,morning
2,2019-01-05 10:15:17,2019-01-05 10:33:45,5,7.51,1,N,138,37,1,22.5,0.0,0.5,4.66,0.0,0.3,0.0,27.96,18.466666666666665,24.400722021660652,2.9960053262316912,0.2071111111111111,True,10,5,morning
1,2019-01-05 10:38:47,2019-01-05 10:49:44,1,2.1,1,N,239,161,1,9.5,0.0,0.5,2.0,0.0,0.3,0.0,12.3,10.95,11.506849315068495,4.523809523809524,0.21052631578947367,False,10,5,morning
2,2019-01-05 11:34:58,2019-01-05 11:55:23,2,4.3,1,N,163,261,2,16.0,0.0,0.5,0.0,0.0,0.3,0.0,16.8,20.416666666666668,12.63673469387755,3.7209302325581395,,False,11,5,morning
1,2019-01-05 11:38:03,2019-01-05 11:59:42,1,6.5,1,N,164,260,1,22.5,0.0,0.5,5.8,5.76,0.3,0.0,34.86,21.65,18.013856812933028,3.4615384615384617,0.2577777777777778,True,11,5,morning
2,2019-01-05 12:57:07,2019-01-05 13:01:47,1,0.57,1,N,163,237,2,5.0,0.0,0.5,0.0,0.0,0.3,0.0,5.8,4.666666666666667,7.328571428571427,8.771929824561404,,False,12,5,afternoon
2,2019-01-05 13:25:51,2019-01-05 13:35:43,6,1.42,1,N,164,162,1,8.0,0.0,0.5,2.0,0.0,0.3,0.0,10.8,9.866666666666667,8.635135135135135,5.633802816901409,0.25,False,13,5,afternoon
2,2019-01-05 13:37:46,2019-01-05 13:49:04,1,2.04,1,N,90,211,1,9.5,0.0,0.5,2.06,0.0,0.3,0.0,12.36,11.3,10.831858407079645,4.6568627450980395,0.2168421052631579,False,13,5,afternoon
1,2019-01-05 14:25:15,2019-01-05 14:46:14,3,2.0,1,N,162,230,2,14.0,0.0,0.5,0.0,0.0,0.3,0.0,14.8,20.983333333333334,5.718824463860207,7.0,,False,14,5,afternoon
2,2019-01-05 14:55:02,2019-01-05 14:58:49,1,0.69,1,N,158,90,1,4.5,0.0,0.5,0.53,0.0,0.3,0.0,5.83,3.783333333333333,10.942731277533039,6.521739130434783,0.11777777777777779,False,14,5,afternoon
2,2019-01-05 15:21:33,2019-01-05 15:40:37,1,2.39,1,N,113,161,2,13.0,0.0,0.5,0.0,0.0,0.3,0.0,13.8,19.066666666666666,7.520979020979022,5.439330543933054,,False,15,5,afternoon
1,2019-01-05 16:03:17,2019-01-05 16:20:20,1,3.1,1,N,100,238,2,13.5,0.0,0.5,0.0,0.0,0.3,0.0,14.3,17.05,10.909090909090908,4.354838709677419,,False,16,5,afternoon
2,2019-01-05 16:46:36,2019-01-05 17:00:11,2,2.88,1,N,229,239,2,12.0,0.0,0.5,0.0,0.0,0.3,0.0,12.8,13.583333333333334,12.721472392638036,4.166666666666667,,False,16,5,afternoon
2,2019-01-05 17:13:33,2019-01-05 17:32:30,6,2.92,1,N,43,48,2,14.0,0.0,0.5,0.0,0.0,0.3,0.0,14.8,18.95,9.24538258575198,4.794520547945206,,False,17,5,evening
1,2019-01-05 17:28:36,2019-01-05 17:35:13,2,0.9,1,N,68,48,2,6.0,0.0,0.5,0.0,0.0,0.3,0.0,6.8,6.616666666666666,8.161209068010077,6.666666666666666,,False,17,5,evening
1,2019-01-05 18:51:46,2019-01-05 18:56:09,1,0.5,1,N,234,107,1,5.0,0.0,0.5,1.15,0.0,0.3,0.0,6.95,4.383333333333334,6.844106463878326,10.0,0.22999999999999998,False,18,5,evening
2,2019-01-05 19:20:31,2019-01-05 19:33:22,1,3.62,1,N,48,24,1,13.0,0.0,0.5,2.76,0.0,0.3,0.0,16.56,12.85,16.90272373540856,3.591160220994475,0.21230769230769228,False,19,5,evening
2,2019-01-05 19:46:25,2019-01-05 19:55:45,1,0.92,1,N,230,142,2,7.5,0.0,0.5,0.0,0.0,0.3,0.0,8.3,9.333333333333334,5.914285714285715,8.152173913043478,,False,19,5,evening
2,2019-01-05 21:18:23,2019-01-05 21:36:41,1,6.72,1,N,229,65,2,21.5,0.5,0.5,0.0,0.0,0.3,0.0,22.8,18.3,22.0327868852459,3.199404761904762,,True,21,5,evening
2,2019-01-05 21:33:42,2019-01-05 22:11:25,1,7.86,1,N,249,223,1,30.0,0.5,0.5,7.82,0.0,0.3,0.0,39.12,37.71666666666667,12.503756076005303,3.8167938931297707,0.26066666666666666,True,21,5,evening
1,2019-01-05 22:18:57,2019-01-05 22:56:05,1,16.8,1,N,264,264,1,48.5,0.5,0.5,12.4,0.0,0.3,0.0,62.2,37.13333333333333,27.145421903052064,2.886904761904762,0.2556701030927835,False,22,5,night
1,2019-01-05 22:35:39,2019-01-05 22:41:24,1,0.7,1,N,170,164,1,5.5,0.5,0.5,1.35,0.0,0.3,0.0,8.15,5.75,7.304347826086955,7.857142857142858,0.24545454545454548,False,22,5,night
2,2019-01-05 23:31:52,2019-01-05 23:36:48,1,0.9,1,N,186,68,2,5.5,0.5,0.5,0.0,0.0,0.3,0.0,6.8,4.933333333333334,10.945945945945946,6.111111111111111,,False,23,5,night
2,2019-01-05 23:54:03,2019-01-06 00:02:47,3,0.9,1,N,107,79,1,7.5,0.5,0.5,0.5,0.0,0.3,0.0,9.3,8.733333333333333,6.183206106870229,8.333333333333334,0.06666666666666667,False,23,5,night
2,2019-01-06 00:07:49,2019-01-06 00:20:44,1,2.12,1,N,107,230,2,10.5,0.5,0.5,0.0,0.0,0.3,0.0,11.8,12.916666666666666,9.847741935483873,4.952830188679245,,False,0,6,night
4,2019-01-06 07:11:19,2019-01-06 07:17:38,1,1.34,1,N,79,232,2,7.0,0.0,0.5,0.0,0.0,0.3,0.0,7.8,6.316666666666666,12.728232189973616,5.223880597014925,,False,7,6,morning
1,2019-01-06 08:48:10,2019-01-06 08:57:13,2,1.4,1,N,164,48,2,8.0,0.0,0.5,0.0,0.0,0.3,0.0,8.8,9.05,9.281767955801104,5.714285714285714,,False,8,6,morning
1,2019-01-06 10:55:30,2019-01-06 11:02:06,1,1.1,1,N,236,237,1,6.5,0.0,0.5,1.0,0.0,0.3,0.0,8.3,6.6,10.0,5.909090909090908,0.15384615384615385,False,10,6,morning
1,2019-01-06 10:56:28,2019-01-06 11:09:25,1,3.0,1,N,264,264,1,11.5,0.0,0.5,2.45,0.0,0.3,0.0,14.75,12.95,13.8996138996139,3.8333333333333335,0.21304347826086958,False,10,6,morning
2,2019-01-06 11:23:25,2019-01-06 11:27:29,1,0.89,1,N,143,239,1,5.5,0.0,0.5,1.26,0.0,0.3,0.0,7.56,4.066666666666666,13.131147540983608,6.179775280898876,0.2290909090909091,False,11,6,morning
2,2019-01-06 12:46:14,2019-01-06 12:54:33,1,0.74,1,N,163,230,2,6.5,0.0,0.5,0.0,0.0,0.3,0.0,7.3,8.316666666666666,5.338677354709419,8.783783783783784,,False,12,6,afternoon
2,2019-01-06 13:05:11,2019-01-06 13:10:39,2,1.29,1,N,164,234,1,6.5,0.0,0.5,1.46,0.0,0.3,0.0,8.76,5.466666666666667,14.158536585365853,5.038759689922481,0.2246153846153846,False,13,6,afternoon
2,2019-01-06 13:40:17,2019-01-06 13:42:07,1,0.42,1,N,249,90,1,3.5,0.0,0.5,1.29,0.0,0.3,0.0,5.59,1.8333333333333333,13.745454545454546,8.333333333333334,0.3685714285714286,False,13,6,afternoon
2,2019-01-06 15:00:43,2019-01-06 15:11:07,1,1.84,1,N,239,236,1,9.5,0.0,0.5,1.54,0.0,0.3,0.0,11.84,10.4,10.615384615384615,5.163043478260869,0.16210526315789475,False,15,6,afternoon
1,2019-01-06 15:19:22,2019-01-06 15:30:17,1,0.5,1,N,162,161,1,8.0,0.0,0.5,1.75,0.0,0.3,0.0,10.55,10.916666666666666,2.7480916030534353,16.0,0.21875,False,15,6,afternoon
1,2019-01-06 15:28:32,2019-01-06 15:42:55,1,1.9,1,N,239,161,2,11.0,0.0,0.5,0.0,0.0,0.3,0.0,11.8,14.383333333333333,7.925840092699883,5.7894736842105265,,False,15,6,afternoon
1,2019-01-06 16:27:07,2019-01-06 16:33:30,1,1.5,1,N,114,261,1,6.5,0.0,0.5,1.0,0.0,0.3,0.0,8.3,6.383333333333334,14.099216710182766,4.333333333333333,0.15384615384615385,False,16,6,afternoon
2,2019-01-06 16:46:38,2019-01-06 17:05:53,1,4.36,1,N,13,50,1,17.0,0.0,0.5,3.56,0.0,0.3,0.0,21.36,19.25,13.589610389610389,3.899082568807339,0.20941176470588235,False,16,6,afternoon
1,2019-01-06 16:52:30,2019-01-06 17:08:26,1,2.6,1,N,236,142,1,13.0,0.0,0.5,2.75,0.0,0.3,0.0,16.55,15.933333333333334,9.790794979079498,5.0,0.21153846153846154,False,16,6,afternoon
1,2019-01-06 17:17:06,2019-01-06 17:20:15,1,0.8,1,N,239,239,1,4.5,0.0,0.5,1.05,0.0,0.3,0.0,6.35,3.15,15.238095238095239,5.625,0.23333333333333334,False,17,6,evening
2,2019-01-06 17:32:50,2019-01-06 17:48:34,1,3.19,1,N,141,151,1,13.5,0.0,0.5,2.86,0.0,0.3,0.0,17.16,15.733333333333333,12.165254237288137,4.231974921630094,0.21185185185185185,False,17,6,evening
1,2019-01-06 18:10:10,2019-01-06 18:29:02,1,3.1,1,N,90,236,1,10.5,0.0,0.5,2.26,0.0,0.3,0.0,13.56,18.866666666666667,9.858657243816253,3.3870967741935485,0.21523809523809523,False,18,6,evening
2,2019-01-06 18:19:09,2019-01-06 18:24:56,1,1.19,1,N,113,234,2,6.0,0.0,0.5,0.0,0.0,0.3,0.0,6.8,5.783333333333333,12.345821325648416,5.042016806722689,,False,18,6,evening
2,2019-01-06 18:58:54,2019-01-06 19:07:39,1,1.68,1,N,151,142,1,8.5,0.0,0.5,1.86,0.0,0.3,0.0,11.16,8.75,11.52,5.059523809523809,0.21882352941176472,False,18,6,evening
1,2019-01-06 20:46:03,2019-01-06 20:48:07,1,0.7,1,N,229,141,1,4.0,0.5,0.5,1.55,0.0,0.3,0.0,6.85,2.066666666666667,20.322580645161285,5.714285714285714,0.3875,False,20,6,evening
2,2019-01-06 22:00:50,2019-01-06 22:10:06,1,2.5,1,N,249,261,1,10.5,0.5,0.5,2.36,0.0,0.3,0.0,14.16,9.266666666666667,16.187050359712227,4.2,0.22476190476190475,False,22,6,night
2,2019-01-06 22:35:59,2019-01-06 22:46:33,1,5.28,1,N,88,233,1,16.5,0.5,0.5,1.0,0.0,0.3,0.0,18.8,10.566666666666666,29.98107255520505,3.125,0.06060606060606061,False,22,6,night
1,2019-01-06 22:48:31,2019-01-06 22:52:55,4,0.6,1,N,48,230,2,5.0,0.5,0.5,0.0,0.0,0.3,0.0,6.3,4.4,8.181818181818182,8.333333333333334,,False,22,6,night
1,2019-01-07 06:05:16,2019-01-07 06:14:40,1,2.7,1,N,249,230,1,10.0,0.5,0.5,2.25,0.0,0.3,0.0,13.55,9.4,17.23404255319149,3.7037037037037033,0.225,False,6,0,morning
2,2019-01-07 07:36:58,2019-01-07 07:46:02,2,1.22,1,N,100,162,1,7.5,0.0,0.5,1.66,0.0,0.3,0.0,9.96,9.066666666666666,8.073529411764705,6.147540983606557,0.22133333333333333,False,7,0,morning
1,2019-01-07 08:53:40,2019-01-07 08:58:45,1,0.9,1,N,112,80,2,5.5,0.0,0.5,0.0,0.0,0.3,0.0,6.3,5.083333333333333,10.622950819672132,6.111111111111111,,False,8,0,morning
2,2019-01-07 09:44:47,2019-01-07 09:53:19,1,0.91,1,N,186,170,1,7.0,0.0,0.5,1.56,0.0,0.3,0.0,9.36,8.533333333333333,6.3984375,7.692307692307692,0.22285714285714286,False,9,0,morning
1,2019-01-07 09:53:00,2019-01-07 10:02:48,1,0.5,1,N,246,68,2,7.5,0.0,0.5,0.0,0.0,0.3,0.0,8.3,9.8,3.0612244897959178,15.0,,False,9,0,morning
2,2019-01-07 10:00:45,2019-01-07 10:07:38,1,1.22,1,N,262,237,2,6.5,0.0,0.5,0.0,0.0,0.3,0.0,7.3,6.883333333333334,10.634382566585955,5.327868852459017,,False,10,0,morning
2,2019-01-07 10:05:07,2019-01-07 10:29:48,1,3.8,1,N,161,231,1,17.0,0.0,0.5,1.5,0.0,0.3,0.0,19.3,24.683333333333334,9.237002025658338,4.473684210526316,0.08823529411764706,False,10,0,morning
1,2019-01-07 10:57:06,2019-01-07 11:11:21,1,2.5,1,N,170,144,1,11.5,0.0,0.5,2.45,0.0,0.3,0.0,14.75,14.25,10.526315789473685,4.6,0.21304347826086958,False,10,0,morning
2,2019-01-07 11:11:15,2019-01-07 11:48:30,1,17.96,2,N,132,230,1,52.0,0.0,0.5,11.71,5.76,0.3,0.0,70.27,37.25,28.928859060402687,2.89532293986637,0.22519230769230772,True,11,0,morning
1,2019-01-07 11:43:23,2019-01-07 12:04:14,1,3.6,1,N,237,68,2,15.5,0.0,0.5,0.0,0.0,0.3,0.0,16.3,20.85,10.359712230215827,4.305555555555555,,False,11,0,morning
1,2019-01-07 12:06:07,2019-01-07 12:07:52,1,0.6,1,N,236,263,2,4.0,0.0,0.5,0.0,0.0,0.3,0.0,4.8,1.75,20.57142857142857,6.666666666666667,,False,12,0,afternoon
2,2019-01-07 12:27:51,2019-01-07 12:31:00,1,0.7,1,N,140,262,1,4.5,0.0,0.5,1.32,0.0,0.3,0.0,6.62,3.15,13.333333333333332,6.428571428571429,0.29333333333333333,False,12,0,afternoon
2,2019-01-07 12:57:01,2019-01-07 13:15:32,6,5.13,1,N,125,239,1,19.0,0.0,0.5,2.2,0.0,0.3,0.0,22.0,18.516666666666666,16.62286228622862,3.7037037037037037,0.11578947368421054,False,12,0,afternoon
1,2019-01-07 13:40:31,2019-01-07 13:51:28,1,1.7,1,Y,236,161,1,9.0,0.0,0.5,5.0,0.0,0.3,0.0,14.8,10.95,9.315068493150685,5.294117647058823,0.5555555555555556,False,13,0,afternoon
1,2019-01-07 13:53:54,2019-01-07 14:00:23,1,0.7,1,N,170,137,1,6.0,0.0,0.5,2.0,0.0,0.3,0.0,8.8,6.483333333333333,6.478149100257069,8.571428571428571,0.3333333333333333,False,13,0,afternoon
1,2019-01-07 14:31:21,2019-01-07 14:36:45,1,0.8,1,N,234,79,1,5.5,0.0,0.5,0.95,0.0,0.3,0.0,7.25,5.4,8.888888888888888,6.875,0.17272727272727273,False,14,0,afternoon
2,2019-01-07 14:50:49,2019-01-07 14:53:16,1,0.7,1,N,166,238,2,4.5,0.0,0.5,0.0,0.0,0.3,0.0,5.3,2.45,17.14285714285714,6.428571428571429,,False,14,0,afternoon
2,2019-01-07 16:03:23,2019-01-07 16:56:09,1,16.78,1,N,113,29,1,52.0,1.0,0.5,0.0,5.76,0.3,0.0,59.56,52.766666666666666,19.080227416298168,3.098927294398093,0.0,True,16,0,afternoon
1,2019-01-07 17:04:53,2019-01-07 17:16:51,1,1.7,1,N,230,246,1,9.5,1.0,0.5,3.0,0.0,0.3,0.0,14.3,11.966666666666667,8.52367688022284,5.588235294117648,0.3157894736842105,False,17,0,evening
1,2019-01-07 19:05:17,2019-01-07 19:21:16,1,2.4,1,N,162,236,2,12.0,1.0,0.5,0.0,0.0,0.3,0.0,13.8,15.983333333333333,9.009384775808133,5.0,,False,19,0,evening
1,2019-01-07 19:12:12,2019-01-07 19:17:02,1,0.8,1,N,230,162,2,5.0,1.0,0.5,0.0,0.0,0.3,0.0,6.8,4.833333333333333,9.931034482758623,6.25,,False,19,0,evening
2,2019-01-07 19:48:09,2019-01-07 20:05:20,1,3.87,1,N,230,41,1,15.5,1.0,0.5,3.46,0.0,0.3,0.0,20.76,17.183333333333334,13.51309408341416,4.0051679586563305,0.2232258064516129,False,19,0,evening
2,2019-01-07 19:48:30,2019-01-07 20:06:02,1,3.31,1,N,263,50,1,14.0,1.0,0.5,3.16,0.0,0.3,0.0,18.96,17.533333333333335,11.32699619771863,4.229607250755287,0.22571428571428573,False,19,0,evening
2,2019-01-07 20:17:18,2019-01-07 20:21:44,1,0.85,1,N,79,211,2,5.0,0.5,0.5,0.0,0.0,0.3,0.0,6.3,4.433333333333334,11.50375939849624,5.882352941176471,,False,20,0,evening
2,2019-01-07 20:21:09,2019-01-07 20:37:09,1,1.94,1,N,229,186,2,11.5,0.5,0.5,0.0,0.0,0.3,0.0,12.8,16.0,7.2749999999999995,5.927835051546392,,False,20,0,evening
2,2019-01-07 22:20:01,2019-01-07 22:32:41,1,2.77,1,N,161,79,1,11.0,0.5,0.5,2.46,0.0,0.3,0.0,14.76,12.666666666666666,13.121052631578948,3.9711191335740073,0.22363636363636363,False,22,0,night
2,2019-01-07 23:04:14,2019-01-07 23:12:08,1,1.34,1,N,229,137,1,7.5,0.5,0.5,1.76,0.0,0.3,0.0,10.56,7.9,10.177215189873417,5.597014925373134,0.23466666666666666,False,23,0,night
1,2019-01-08 00:34:40,2019-01-08 00:37:26,1,0.8,1,N,246,100,1,4.5,0.5,0.5,1.7,0.0,0.3,0.0,7.5,2.7666666666666666,17.34939759036145,5.625,0.37777777777777777,False,0,1,night
2,2019-01-08 04:17:25,2019-01-08 04:19:57,2,0.68,1,N,100,161,2,4.0,0.5,0.5,0.0,0.0,0.3,0.0,5.3,2.533333333333333,16.105263157894736,5.88235294117647,,False,4,1,night
1,2019-01-08 08:01:01,2019-01-08 08:07:01,1,0.6,1,N,161,163,1,5.5,0.0,0.5,1.55,0.0,0.3,0.0,7.85,6.0,5.999999999999999,9.166666666666668,0.2818181818181818,False,8,1,morning
2,2019-01-08 09:48:27,2019-01-08 09:54:44,1,1.79,1,N,237,43,1,7.5,0.0,0.5,1.66,0.0,0.3,0.0,9.96,6.283333333333333,17.092838196286472,4.189944134078212,0.22133333333333333,False,9,1,morning
1,2019-01-08 10:18:48,2019-01-08 10:47:55,2,2.2,1,N,142,186,1,18.0,0.0,0.5,3.75,0.0,0.3,0.0,22.55,29.116666666666667,4.533485975958786,8.181818181818182,0.20833333333333334,False,10,1,morning
2,2019-01-08 10:29:37,2019-01-08 11:22:18,1,19.15,2,N,132,230,2,52.0,0.0,0.5,0.0,5.76,0.3,0.0,58.56,52.68333333333333,21.809553938627015,2.7154046997389036,,True,10,1,morning
2,2019-01-08 11:47:36,2019-01-08 11:58:21,2,1.07,1,N,163,186,1,8.0,0.0,0.5,1.76,0.0,0.3,0.0,10.56,10.75,5.972093023255814,7.4766355140186915,0.22,False,11,1,morning
1,2019-01-08 12:36:41,2019-01-08 13:00:20,1,3.1,1,N,164,236,2,16.5,0.0,0.5,0.0,0.0,0.3,0.0,17.3,23.65,7.864693446088795,5.32258064516129,,False,12,1,afternoon
1,2019-01-08 12:58:12,2019-01-08 13:08:10,1,1.4,1,N,74,75,1,8.5,0.0,0.5,0.0,0.0,0.3,0.0,9.3,9.966666666666667,8.428093645484948,6.071428571428572,0.0,False,12,1,afternoon
1,2019-01-08 13:16:38,2019-01-08 13:34:31,2,3.3,1,N,100,43,1,14.5,0.0,0.5,3.05,0.0,0.3,0.0,18.35,17.883333333333333,11.071761416589002,4.3939393939393945,0.21034482758620687,False,13,1,afternoon
2,2019-01-08 13:32:48,2019-01-08 13:40:49,5,1.12,1,N,261,231,2,6.5,0.0,0.5,0.0,0.0,0.3,0.0,7.3,8.016666666666667,8.382536382536383,5.803571428571428,,False,13,1,afternoon
2,2019-01-08 13:48:11,2019-01-08 13:52:34,1,0.7,1,N,162,162,1,5.0,0.0,0.5,1.16,0.0,0.3,0.0,6.96,4.383333333333334,9.581749049429655,7.142857142857143,0.23199999999999998,False,13,1,afternoon
2,2019-01-08 14:14:06,2019-01-08 14:25:53,2,0.87,1,N,230,186,1,8.5,0.0,0.5,2.32,0.0,0.3,0.0,11.62,11.783333333333333,4.42998585572843,9.770114942528735,0.27294117647058824,False,14,1,afternoon
1,2019-01-08 14:19:55,2019-01-08 14:32:07,1,1.0,1,N,233,141,1,9.0,0.0,0.5,1.95,0.0,0.3,0.0,11.75,12.2,4.918032786885246,9.0,0.21666666666666667,False,14,1,afternoon
2,2019-01-08 15:03:12,2019-01-08 15:14:29,5,1.47,1,N,43,239,1,9.0,0.0,0.5,1.96,0.0,0.3,0.0,11.76,11.283333333333333,7.816838995568685,6.122448979591836,0.21777777777777776,False,15,1,afternoon
2,2019-01-08 15:48:01,2019-01-08 16:34:01,1,19.41,2,N,132,158,1,52.0,0.0,0.5,7.0,5.76,0.3,0.0,65.56,46.0,25.317391304347826,2.6790314270994333,0.1346153846153846,True,15,1,afternoon
2,2019-01-08 16:31:42,2019-01-08 17:06:57,1,6.13,5,N,90,17,1,26.43,0.0,0.5,0.0,0.0,0.3,0.0,27.23,35.25,10.434042553191489,4.311582381729201,0.0,True,16,1,afternoon
1,2019-01-08 16:36:18,2019-01-08 17:15:43,1,6.2,1,N,211,236,1,26.5,1.0,0.5,5.65,0.0,0.3,0.0,33.95,39.416666666666664,9.437632135306554,4.274193548387097,0.21320754716981133,False,16,1,afternoon
1,2019-01-08 16:40:11,2019-01-08 16:44:11,1,0.2,1,N,263,236,2,4.5,1.0,0.5,0.0,0.0,0.3,0.0,6.3,4.0,3.0,22.5,,False,16,1,afternoon
1,2019-01-08 16:54:09,2019-01-08 17:01:39,1,2.2,1,N,75,142,1,8.5,1.0,0.5,1.7,0.0,0.3,0.0,12.0,7.5,17.6,3.8636363636363633,0.19999999999999998,False,16,1,afternoon
2,2019-01-08 17:11:45,2019-01-08 17:34:06,1,3.4,1,N,48,262,1,16.0,1.0,0.5,4.45,0.0,0.3,0.0,22.25,22.35,9.12751677852349,4.705882352941177,0.278125,False,17,1,evening
2,2019-01-08 18:08:56,2019-01-08 18:14:08,1,1.02,1,N,236,238,1,6.0,1.0,0.5,1.0,0.0,0.3,0.0,8.8,5.2,11.769230769230768,5.88235294117647,0.16666666666666666,False,18,1,evening
2,2019-01-08 18:59:54,2019-01-08 19:24:00,6,4.26,1,N,263,7,2,18.5,1.0,0.5,0.0,0.0,0.3,0.0,20.3,24.1,10.605809128630705,4.342723004694836,,True,18,1,evening
2,2019-01-08 19:22:54,2019-01-08 20:00:57,2,12.62,1,N,132,17,2,38.5,1.0,0.5,0.0,0.0,0.3,0.0,40.3,38.05,19.90013140604468,3.0507131537242476,,True,19,1,evening
1,2019-01-08 19:34:15,2019-01-08 20:09:21,3,19.9,2,N,132,238,1,52.0,4.5,0.5,5.0,5.76,0.3,0.0,68.06,35.1,34.01709401709401,2.613065326633166,0.09615384615384616,True,19,1,evening
2,2019-01-08 19:51:22,2019-01-08 20:10:48,1,7.49,1,N,261,262,1,23.5,1.0,0.5,5.06,0.0,0.3,0.0,30.36,19.433333333333334,23.125214408233276,3.137516688918558,0.21531914893617018,False,19,1,evening
2,2019-01-08 19:52:38,2019-01-08 19:56:03,1,0.5,1,N,237,263,2,4.5,1.0,0.5,0.0,0.0,0.3,0.0,6.3,3.4166666666666665,8.78048780487805,9.0,,False,19,1,evening
2,2019-01-08 20:54:16,2019-01-08 20:57:53,1,0.75,1,N,239,239,2,5.0,0.5,0.5,0.0,0.0,0.3,0.0,6.3,3.6166666666666667,12.442396313364055,6.666666666666667,,False,20,1,evening
2,2019-01-08 21:10:49,2019-01-08 21:17:31,4,1.08,1,N,229,170,1,6.0,0.5,0.5,1.0,0.0,0.3,0.0,8.3,6.7,9.671641791044777,5.555555555555555,0.16666666666666666,False,21,1,evening
